"DividendStocks","EmergingMarkets","ForeignStocks","MunicipalBonds","NaturalResources","RiskTolerance","USStocks","q1","q2","q3","q4","q5","q6","q7","q8"
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,68,81477000,5,28406000,3,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,3,83,62691000,3,82543000,1,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,22,181000,4,74703000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,86,10351000,4,21244000,1,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,2,18,90181000,4,88582000,2,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,2,45,86463000,4,45174000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,80,99437000,5,71841000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,2,20,45519000,1,5685000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,1,67,18091000,1,85008000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,48,55687000,3,22602000,3,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,1,81,9023000,2,68898000,3,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,93,86213000,2,41308000,3,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,36,14447000,2,26714000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,60,37272000,3,79151000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,28,50437000,4,53752000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,75,9082000,2,71590000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,21,49787000,1,59963000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,76,72928000,4,63366000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,88,38072000,4,35104000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,62,97701000,4,19831000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,62,37281000,4,54338000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,71,32836000,5,70657000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,67,56589000,2,19111000,1,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,3,34,5754000,5,13729000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,2,79,9835000,2,10887000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,45,36099000,1,873000,2,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,1,99,6905000,2,87553000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,96,40950000,1,96192000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,93,20899000,2,78807000,1,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,4,91,17763000,3,54815000,1,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,2,72,54075000,2,43146000,1,3
0.06,0.15,0.18,0.21,0.05,0.065,0.35,4,4,66,1111000,2,15520000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,85,2197000,1,84517000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,74,44745000,3,44146000,2,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,61,46623000,5,67729000,2,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,62,67373000,4,54751000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,87,33996000,2,96724000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,96,14711000,4,18837000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,90,32415000,1,48485000,2,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,2,60,81566000,4,94038000,1,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,31,24085000,3,14454000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,29,64775000,5,19695000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,96,25025000,4,84135000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,40,60977000,1,9382000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,64,76197000,1,85022000,2,2
0.08,0.05,0.11,0.35,0.06,0.025,0.26,4,1,78,48763000,4,6987000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,22,73389000,2,55719000,3,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,23,74585000,5,51593000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,85,35736000,1,81737000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,56,45513000,1,63877000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,76,30189000,3,73700000,2,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,2,57,3823000,3,76396000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,89,43631000,4,71833000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,23,58576000,1,40916000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,20,34759000,2,49188000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,1,40,77041000,4,47374000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,92,98329000,3,86685000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,19,11416000,3,33958000,2,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,1,24,95235000,3,70098000,1,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,4,83,39588000,5,55891000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,75,89171000,2,83208000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,87,42909000,4,14399000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,39,9074000,1,30964000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,21,67180000,1,87203000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,21,49481000,3,98287000,2,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,3,65,95635000,4,1663000,1,4
0.15,0.05,0.05,0.35,0.07,0.005,0.08,2,3,94,51999000,2,1481000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,21,57891000,1,30716000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,74,5359000,3,40670000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,49,18607000,3,3141000,2,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,39,47907000,2,151000,3,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,38,28332000,2,73747000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,37,58790000,3,90206000,3,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,1,78,7800000,3,37882000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,71,11430000,1,55272000,2,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,1,76,75638000,4,40393000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,54,56549000,5,36128000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,4,98,88212000,3,30360000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,57,91768000,4,12108000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,35,51402000,5,69131000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,3,90,12340000,1,87028000,3,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,1,19,2698000,4,73987000,3,2
0.06,0.15,0.18,0.21,0.05,0.065,0.35,4,3,81,62097000,3,10318000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,3,55,41307000,1,64517000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,24,93191000,1,13652000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,54,97443000,4,85171000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,68,58565000,5,56293000,2,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,3,37,46329000,4,3060000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,89,59122000,1,67025000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,42,46993000,4,17467000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,69,58657000,4,86451000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,71,44989000,5,46099000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,37,8727000,4,20349000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,42,69493000,2,71609000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,46,2379000,3,55640000,3,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,4,57,58369000,5,74991000,1,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,4,88,57442000,4,33946000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,24,72295000,1,34685000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,73,42162000,4,63319000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,51,95613000,5,76671000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,81,65516000,1,52914000,1,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,3,21,11941000,2,22202000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,45,98444000,4,46491000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,2,25,56522000,5,98047000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,3,19,45317000,5,79519000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,73,71635000,1,40928000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,91,32974000,1,50308000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,69,67344000,4,89362000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,77,92806000,5,20205000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,37,4720000,5,16871000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,61,38457000,2,79021000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,21,82537000,5,33246000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,58,61493000,2,28249000,1,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,87,53369000,2,17783000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,51,72703000,1,96730000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,59,38304000,5,39068000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,55,27492000,2,76970000,3,1
0.08,0.16,0.21,0.15,0.05,0.075,0.35,2,1,81,27670000,1,11251000,3,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,4,60,50102000,1,60622000,1,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,34,7122000,4,67859000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,68,75882000,2,17193000,3,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,1,25,15744000,3,1126000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,75,47225000,4,44792000,3,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,78,57908000,3,39195000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,3,78,18366000,3,19237000,2,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,27,1988000,4,69125000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,2,21,9294000,3,27480000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,3,57,46681000,3,1428000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,26,71044000,3,15732000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,86,63698000,5,66931000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,60,42316000,1,78273000,3,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,2,47,60324000,4,25247000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,2,41,75072000,5,54524000,2,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,4,22,83069000,5,98587000,1,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,4,19,45840000,4,80721000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,63,48762000,2,82874000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,54,48745000,4,94869000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,34,49634000,1,53413000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,64,8459000,1,5826000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,42,54741000,5,49828000,2,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,36,4841000,3,46796000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,50,12858000,2,28663000,2,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,3,40,77802000,1,50001000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,53,30797000,1,41004000,2,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,51,64710000,1,41592000,2,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,3,74,23714000,5,32833000,1,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,3,68,82517000,2,51518000,1,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,3,99,46525000,2,89287000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,87,16652000,4,15885000,2,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,46,82871000,4,22704000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,95,20538000,5,52541000,1,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,1,25,69977000,4,65476000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,48,38029000,3,76949000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,33,78773000,4,22153000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,18,98325000,3,98030000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,86,31049000,5,50335000,2,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,24,54170000,3,96656000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,55,38010000,2,48140000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,22,22760000,3,82533000,3,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,2,65,22195000,4,75405000,1,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,3,65,49400000,3,68396000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,73,93958000,2,86771000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,20,44172000,3,42603000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,54,18607000,3,19916000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,53,46312000,5,82459000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,77,10363000,2,98052000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,23,29065000,2,15302000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,48,15466000,5,92897000,2,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,28,1854000,2,36608000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,92,6495000,3,19730000,1,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,29,31879000,3,32135000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,30,30804000,1,81053000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,48,17395000,4,35799000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,39,86270000,2,33388000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,92,94995000,2,88557000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,59,36849000,3,98536000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,21,74744000,4,71995000,1,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,96,85463000,2,49309000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,2,61,86161000,5,46028000,1,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,2,26,38910000,2,7711000,1,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,35,19645000,4,71810000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,72,77429000,4,62205000,3,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,4,22,9731000,3,87152000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,69,46235000,1,24007000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,4,49,62038000,2,40426000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,20,93832000,2,51658000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,32,89259000,4,63737000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,49,17143000,5,30435000,3,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,2,95,85305000,2,42748000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,38,22093000,5,65746000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,25,72743000,2,31886000,2,3
0.15,0.05,0.05,0.35,0.07,0.005,0.08,1,4,78,92924000,1,124000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,67,26689000,3,54479000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,62,59803000,3,23188000,1,1
0.08,0.05,0.11,0.35,0.06,0.025,0.26,1,1,93,40032000,5,5165000,3,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,3,77,49314000,4,88342000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,48,5981000,4,51890000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,44,91409000,5,5829000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,45,50885000,1,87122000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,47,26861000,3,69674000,3,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,3,34,85225000,5,2276000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,40,58287000,2,9787000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,51,30010000,2,43040000,3,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,3,92,54159000,5,48097000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,35,79368000,5,65617000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,43,55754000,2,61063000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,82,50985000,5,60797000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,56,98338000,4,51723000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,84,3589000,1,91870000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,58,57839000,1,41931000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,40,12172000,2,12257000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,68,94780000,5,96388000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,35,92949000,5,6539000,2,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,3,76,86701000,4,91947000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,2,81,8010000,4,23730000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,31,47656000,3,81967000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,27,64594000,3,24926000,3,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,4,35,53885000,5,19524000,1,3
0.08,0.06,0.12,0.35,0.06,0.03,0.27,4,1,66,41501000,3,14584000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,74,68417000,4,31778000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,91,84452000,1,75103000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,2,25,12862000,1,6455000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,82,38008000,5,54537000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,38,92375000,1,37169000,2,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,4,21,92487000,2,17380000,1,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,1,34,89317000,2,88345000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,70,95444000,2,46757000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,80,68646000,3,68070000,2,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,3,67,74806000,3,31862000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,54,71301000,5,90447000,2,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,26,39011000,1,48679000,3,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,1,27,98526000,4,76460000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,44,81304000,3,55289000,2,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,4,70,51852000,2,41087000,1,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,68,56171000,2,95468000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,35,30375000,4,51050000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,59,92415000,3,38417000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,72,20843000,3,26367000,1,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,1,94,99599000,4,83477000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,33,8235000,4,57061000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,21,33311000,3,23454000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,18,1256000,2,44591000,2,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,2,20,17380000,2,70129000,1,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,19,64421000,3,94000,2,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,1,55,55912000,3,31774000,3,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,3,29,18754000,4,94980000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,54,48111000,3,7812000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,83,43435000,2,17819000,1,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,4,86,9868000,5,93743000,1,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,91,83380000,4,10690000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,92,31892000,3,18572000,1,1
0.06,0.13,0.16,0.26,0.05,0.055,0.34,2,4,74,58902000,1,6720000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,72,47780000,4,34643000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,91,26845000,1,96940000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,1,96,73522000,1,93504000,2,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,1,80,30569000,5,45209000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,1,57,52065000,4,5789000,3,2
0.08,0.06,0.12,0.35,0.06,0.03,0.27,1,2,81,51095000,4,7676000,3,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,4,76,90014000,5,97757000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,74,52876000,4,82431000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,2,34,67395000,2,11767000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,1,30,16412000,1,3376000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,76,96371000,4,98276000,1,1
0.06,0.13,0.16,0.26,0.05,0.055,0.34,1,2,83,77825000,1,7070000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,4,62,59942000,5,72582000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,48,54125000,4,85966000,1,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,34,95757000,4,16485000,2,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,2,30,42160000,2,17082000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,63,92153000,3,31435000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,33,73308000,1,80568000,3,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,60,25200000,1,98086000,3,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,53,52445000,5,54118000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,35,16546000,1,20508000,3,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,1,56,74444000,1,93612000,1,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,19,12979000,1,22098000,1,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,74,6944000,5,27156000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,92,20968000,4,47947000,2,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,1,74,91622000,2,81609000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,94,51985000,5,92248000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,85,21975000,4,80652000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,48,36617000,3,42985000,2,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,1,69,436000,4,33808000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,98,91449000,1,58662000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,27,50976000,2,37305000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,41,93267000,5,88414000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,94,1667000,5,40936000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,80,75573000,2,86999000,3,4
0.08,0.05,0.11,0.35,0.06,0.025,0.26,2,2,95,33415000,3,6384000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,79,90052000,4,65494000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,43,18802000,5,87417000,1,2
